restaurant_foursquare_v1,restaurant_name,restaurant_address,menu_section,menu_subsection,item_number,item_name,price_selector,item_category_values,item_price,item_ticket_price,item_price_values,item_price_keys,cpg,item_alternative_name,item_foreign_name,item_tags,item_description,comments,image_url,menu_subsection_desc
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Meatless Dolmadakia,,,6.99,,,,,,,,Rice and herbs wrapped in grape vine leaves
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Tiropitakia,,,6.99,,,,,,,,Cocktail size cheese pies
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Soutzoukakia,,,8.99,,,,,,,,"Spicy meatballs made of ground lamb and beef, sautéed in tomato sauce"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Spanakopitakia,,,6.99,,,,,,,,Cocktail size spinach cheese pies
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Gyros,,,8.99,,,,,,,,Served on a bed of onions and tomatoes with tzatziki sauce
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Char-broiled,,Pork Tenderloin Kebob,,,14.99,,,,,,,,"Cubes of pork tenderloin broiled on a skewer with tomatoes, onions and green peppers"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Taramosalata,,,6.99,,,,,,,,Fish roe and potato spread
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Tzatziki,,,6.99,,,,,,,,"Yogurt, garlic and cucumber spread"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Tirokafteri,,,6.99,,,,,,,,Spicy feta cheese spread
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Cold combo plate,,,11.5,,,,,,,,"Tzatziki, taramosalata, tirokafteri, melitzanosalata, dolmadakia, olives, feta and kefalotiri cheese"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Olives,,,3.99
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Melitzanosalata,,,6.99,,,,,,,,Roasted eggplant and garlic spread
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Skordalia,,,6.99,,,,,,,,Creamy garlic and potato spread
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Feta or Kefalotiri Cheese,,,6.99,,,,,,,,Served with kalamata olives
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Patzaria,,,6.99,,,,,,,,Fresh sliced beets served with skordalia
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Octapodi Salata,,,13.99,,,,,,,,Octopus marinated in olive oil and vinegar with chopped carrot and celery
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,cold appetizers,,Hummus,,,6.99
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Pipperies Florines,,,7.99,,,,,,,,Roasted red peppers stuffed with feta cheese and herbs
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Kolokithakia,,,6.99,,,,,,,,"Sliced zucchini lightly breaded and fried, served with skordalia spread"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Loukaniko,,,8.99,,,,,,,,Greek pork sausage char-broiled
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Kalamari,,,10.99,,,,,,,,Fried squid served with cocktail sauce and lemon
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Kotosouvlakia,,,9.99,,,,,,,,Cubes of chicken breast broiled on a skewer (4 skewers)
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Saganaki,,,6.99,,,,,,,,Goat cheese lightly breaded in flour and flamed in brandy Not flamed outside
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Feta Zesti,,,6.99,,,,,,,,Feta cheese baked in between sliced tomatoes and herbs
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Melitzanes,,,6.99,,,,,,,,Sliced eggplant lightly breaded and fried. Topped with diced tomatoes and cheese
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Keftedakia,,,7.99,,,,,,,,"Pan-fried meatballs made of ground lamb, beef and herbs"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Octapodi,,,13.99,,,,,,,,Char-broiled octopus seasoned in olive oil and vinegar
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Souvlakia,,,9.99,,,,,,,,Cubes of pork tenderloin broiled on a skewer (4 skewers)
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,hot appertizers,,Shrimp Opaa,,,11.99,,,,,,,,"Shrimp, tomatoes, onions, green and red peppers, and feta cheese flamed in brandy"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Salads,,Greek Salad,,,4.99,,,,,,,,"Lettuce, tomatoes, cucumbers, olives, feta cheese and anchovies (optional) topped with our homemade Greek dressing. Add a 6oz broiled chicken breast for $5.00"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Salads,,Athenian Salad,,,6.29,,,,,,,,"Chopped romaine lettuce, green onion and dill tossed with feta cheese and our homemade Greek dressing"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Salads,,Horta,,,5.99,,,,,,,,Boiled dandelion greens served with olive oil and lemon
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Salads,,Village salad,,,5.99,,,,,,,,"Tomatoes, cucumbers, onions, green peppers, olives, feta cheese and anchovies(optional) topped with our homemade Greek dressing. Add a 6oz broiled chicken breast for $5.00"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Salads,,Chicken Breast Salad,,,14.99,,,,,,,,Broiled 12 oz chicken breast sliced over a tossed salad of assorted vegetables and topped with our homemade Greek dressing
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Authentic Greek Dishes,,Braised lamb,t,,15.99,,,,,,,,"Lamb on the bone braised in tomato sauce, served with rice and potato"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Authentic Greek Dishes,,Loin of lamb,t,,17.99,,,,,,,,"Roasted loin of lamb on the bone cut into three pieces, served with rice and potato"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Authentic Greek Dishes,,Pastitsio,t,,12.99,,,,,,,,"Baked macaroni mixed with seasoned ground beef and cheese, topped with bechamel sauce. Served with peas"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Authentic Greek Dishes,,Dolmades,t,,12.99,,,,,,,,Rice and ground beef wrapped in grape vine leaves and topped with egg-lemon sauce. Served with peas
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Authentic Greek Dishes,,Combination Plate,t,,15.99,,,,,,,,"Mousakas, pastitsio, dolmades, leg of lamb, rice, potato and vegetables"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Authentic Greek Dishes,,Family Style (per person),t,,21.99,,,,,,,,"Saganaki, taramosalata, gyros, soup, salad, combination plate, coffee and dessert ( for groups of four or more)"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Authentic Greek Dishes,,Leg of lamb,t,,16.99,,,,,,,,"Roasted leg of lamb sliced off the bone, served with rice and potato"
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Authentic Greek Dishes,,Spanakopita,t,,12.99,,,,,,,,Spinach and feta cheese wrapped in filo dough and baked. Served with a side of rice
88531,Athena Greek Restaurant,212 S Halsted St,Dinner,Authentic Greek Dishes,,Mousakas,t,,13.99,,,,,,,,"Layers of eggplant, zucchini, potato, ground beef and cheese, topped with bechamel sauce"
